1	40	21574	21687
1	29	21578	21687
1	34	21574	21796
1	41	21578	21913
1	5	21687	22024
1	22	22024	22029
1	11	22029	22145
1	4	21796	22496
1	35	22145	22496
1	9	22387	22501
1	7	22268	22508
1	34	22145	22750
1	26	22387	22750
1	9	22628	22750
1	5	22628	22754
1	19	22628	22754
1	35	22508	22863
1	4	22508	22863
1	4	23256	23263
1	41	23740	23747
1	34	23626	24926
1	41	24109	24926
1	41	25552	25790
1	34	25184	25905
1	8	26758	26876
1	39	26758	26876
1	41	26629	27004
1	34	27343	27851
1	34	28096	28980
1	41	28096	31471
1	41	31710	32779
1	34	29331	33156
1	29	34459	34466
1	29	40905	41015
1	29	43226	44077
1	29	44807	52042
1	29	52167	55219
1	29	55589	60041
1	29	60407	60902
1	29	61150	65084
1	29	65433	68238
1	29	68579	70061
1	40	72555	72796
1	24	73044	73284
1	5	73291	73511
1	15	73639	73758
1	40	73402	73871
1	24	73871	74094
1	17	73291	74455
1	15	74094	74455
1	6	74094	74455
1	40	74455	74575
1	24	74455	74685
1	13	73284	74688
1	17	74688	74814
1	19	74685	75056
1	5	75053	75166
1	17	75166	75622
1	40	75404	75622
1	6	75883	76010
1	9	75883	76010
1	40	75883	76257
1	17	76257	76488
1	28	76488	76605
1	40	76725	76850
1	6	76725	76850
1	15	76725	76854
1	9	76854	76859
1	13	76975	76978
1	5	76859	76982
1	17	76975	76982
1	26	76978	77095
1	37	76982	77099
1	33	76982	77099
1	6	77209	77461
1	40	77095	77573
1	17	77338	77702
1	15	77575	77702
1	36	77209	77707
1	13	77575	77707
1	19	77953	78085
1	40	78080	78210
1	36	78080	78214
1	37	78080	78214
1	13	78085	78214
1	17	78210	78214
1	6	78217	78454
1	24	78449	78454
1	15	78449	78575
1	40	78699	78706
1	15	78956	79208
1	40	79082	79542
1	24	79542	79885
1	40	79885	79995
1	6	79885	80230
1	17	80249	80494
1	40	80249	80499
1	16	80494	80733
1	19	80624	80985
1	40	80985	81110
1	6	80859	81117
1	24	81485	81596
1	22	81824	81950
1	15	81950	82193
1	7	82314	82321
1	23	82314	82452
1	6	82571	82683
1	20	82911	82918
1	16	83286	83307
1	34	83796	83911
1	36	84033	84159
1	5	84381	84614
1	34	84614	84621
1	36	84498	84858
1	30	84858	85472
1	5	84858	85472
1	36	85715	86076
1	36	86432	86567
1	34	87529	87762
1	7	88451	88562
1	29	88451	88676
1	24	88562	88790
1	40	88676	89156
1	27	89275	89393
1	28	89393	89502
1	4	89038	89744
1	32	89038	89744
1	39	89393	89857
1	40	89502	89857
1	15	89616	89857
1	4	90086	90205
1	14	90198	90449
1	39	91070	91438
1	11	92260	92382
1	32	93089	93832
1	34	93707	94189
1	36	94427	96381
1	29	98610	98624
1	37	98624	98631
1	27	98996	99461
2	7	76844	76963
2	36	76844	77084
2	38	77205	77328
2	13	77205	77453
2	15	77453	77577
2	19	76963	77820
2	15	77947	78422
2	39	78298	78422
2	6	78422	78537
2	23	79046	79162
2	34	79162	79509
2	40	80431	80542
2	19	79981	80656
2	17	80542	80770
2	29	80770	81136
2	10	81136	81255
2	9	81255	81602
2	24	81373	81602
2	22	81482	81602
2	36	81596	81602
2	32	81829	81944
2	7	82056	82063
2	6	82056	82188
2	39	83180	83530
2	34	83530	83537
2	1	84825	84947
2	34	84947	84954
2	40	87737	87861
2	26	87861	87991
2	34	87737	88110
2	23	87861	88110
2	25	87861	88357
2	7	88596	88842
2	26	89210	89214
2	35	89210	89214
2	19	89214	89468
2	24	89489	89496
2	32	89615	89981
2	24	89854	90102
2	8	89981	90102
2	14	89847	90464
2	1	90967	91078
2	14	90967	91193
2	38	91191	91193
2	4	91191	91193
2	27	91191	91194
2	39	91194	91199
2	34	91199	91315
2	1	91199	91315
2	4	91315	91441
2	32	91441	91564
2	13	91194	91692
2	39	91564	91692
2	34	91692	91806
2	4	91806	91813
2	13	91932	92044
2	34	92044	92401
2	3	93702	94414
2	3	94674	94803
2	9	95399	95522
2	34	96011	96018
3	39	21944	21956
3	7	21949	21956
3	1	21949	21956
3	22	21949	21956
3	10	21944	21959
3	5	21949	21959
3	41	21952	21959
3	20	21956	21959
3	5	22428	22540
3	20	22428	22888
3	19	22540	22888
3	4	22428	22892
3	24	22540	22892
3	14	22774	22892
3	34	22774	23013
3	38	23013	23124
3	39	22892	23241
3	35	22888	23245
3	19	23124	23361
3	21	23124	23361
3	36	23245	23361
3	26	23245	23361
3	4	23241	23475
3	22	23241	23475
3	34	23245	23475
3	11	23361	23475
3	41	23245	23598
3	5	23598	23603
3	25	23598	23727
3	37	23603	23733
3	34	23727	23733
3	19	23727	23842
3	8	23733	23842
3	26	23727	23962
3	41	23733	23962
3	21	23733	24072
3	30	23962	24187
3	17	23962	24319
3	11	24072	24435
3	4	23962	24561
3	21	24431	24561
3	10	24431	24561
3	32	24431	24678
3	38	24678	24793
3	26	24561	25020
3	25	24561	25020
3	10	25020	25023
3	22	23962	25133
3	4	24793	25133
3	32	25020	25133
3	35	23727	25259
3	38	25133	25259
3	37	28851	28858
3	10	65856	65976
3	1	74968	74975
3	40	75091	75336
3	5	75336	75350
3	17	75343	75357
3	9	75336	75364
3	6	78489	78624
3	13	80508	80847
3	35	80733	80847
3	27	81673	81801
3	14	81801	81914
3	1	82028	82255
3	15	82255	82258
3	39	82255	82258
3	32	82143	82261
3	26	82640	82876
3	15	83849	84191
3	20	83960	85013
